RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6036,18190450,Customer,481,France,Female,41,1,0.0,2,0,1,65426.01,0
6037,17505786,Customer,658,Germany,Male,31,6,102219.85,2,1,1,111250.25,0
6038,10269608,Customer,407,Spain,Female,58,10,0.0,1,1,1,135024.4,0
6039,14168953,Customer,461,France,Female,59,10,0.0,1,1,1,113465.05,1
6040,14006954,Customer,434,Spain,Male,30,9,0.0,2,0,0,12854.14,0
6041,19711858,Customer,680,Germany,Male,46,9,66004.25,2,0,1,198703.75,1
6042,12378616,Customer,663,France,Female,18,3,0.0,2,0,1,153827.14,0
6043,13477839,Customer,465,France,Male,63,0,43844.95,1,0,0,56262.9,0
6044,12441200,Customer,664,France,Female,51,9,0.0,2,0,1,154523.82,0
6045,16110954,Customer,511,Germany,Male,21,8,0.0,1,1,0,155869.22,1
6046,11646202,Customer,635,Spain,Female,45,10,64840.32,1,0,0,124157.24,1
6047,19540616,Customer,787,France,Female,36,9,249282.31,1,0,0,128675.72,1
6048,19027304,Customer,673,Germany,Male,18,7,111845.06,1,0,1,40637.72,0
6049,14021079,Customer,555,Spain,Female,53,4,0.0,1,1,0,80700.29,0
6050,10803712,Customer,680,Spain,Female,60,2,101766.3,1,1,0,121737.11,1
6051,12417460,Customer,417,Germany,Female,30,3,69853.32,1,1,1,24753.07,0
6052,16194606,Customer,759,Spain,Male,67,2,0.0,1,0,0,195834.77,0
6053,17296995,Customer,736,Germany,Female,59,9,31468.85,1,1,1,29347.76,0
6054,15549230,Customer,597,France,Female,22,7,0.0,1,0,0,86675.17,0
6055,14265662,Customer,406,Spain,Female,50,4,122906.1,2,0,0,183571.75,1
6056,18100089,Customer,514,France,Female,31,10,122285.53,1,0,1,12894.89,1
6057,13293962,Customer,515,France,Male,33,7,0.0,2,0,1,139816.27,0
6058,16863024,Customer,646,France,Female,73,0,208169.91,1,0,1,83792.11,0
6059,17387176,Customer,353,Spain,Male,49,8,47951.4,1,0,0,146275.57,1
6060,19598210,Customer,759,Spain,Male,67,10,192547.39,2,0,0,136141.78,0
6061,10615137,Customer,644,France,Male,44,9,47567.63,2,0,0,123423.36,0
6062,12565218,Customer,714,France,Male,52,2,70315.84,2,0,1,174411.12,0
6063,11644879,Customer,455,France,Male,20,0,67471.69,1,0,0,10953.26,1
6064,15630819,Customer,457,Germany,Male,21,2,57397.16,2,0,1,37753.51,1
6065,14282479,Customer,519,France,Male,24,1,238143.5,2,0,1,159485.58,0
6066,13060977,Customer,616,Spain,Female,30,6,0.0,1,0,0,130650.44,0
6067,16291067,Customer,616,France,Male,58,9,121241.17,2,0,1,185888.27,0
6068,19458821,Customer,403,France,Male,20,3,183793.49,1,0,0,93407.17,1
6069,18561679,Customer,835,France,Male,34,6,0.0,2,0,0,114446.22,0
6070,10709223,Customer,515,France,Male,64,2,2925.18,2,0,1,128606.32,1
6071,13931039,Customer,603,Spain,Male,27,5,0.0,2,0,0,43475.83,0
6072,13138849,Customer,625,France,Female,64,6,71008.09,1,0,1,37263.82,0
6073,15239903,Customer,503,France,Female,18,6,218295.48,1,0,1,58206.65,0
6074,18847308,Customer,477,France,Female,45,4,122788.37,1,1,0,83314.48,1
6075,17037659,Customer,835,France,Female,71,5,156102.2,2,1,0,102665.3,0
6076,17056529,Customer,425,France,Male,70,2,237739.98,1,1,1,98241.55,1
6077,13181876,Customer,724,France,Male,27,3,217490.18,1,1,1,160480.64,0
6078,16181796,Customer,570,Germany,Male,24,10,198159.65,2,1,0,35422.39,1
6079,12671575,Customer,619,Germany,Female,56,5,132682.69,1,1,0,80063.3,1
6080,18159232,Customer,783,France,Male,20,2,42322.45,2,0,0,189737.7,0
6081,11075695,Customer,472,France,Female,24,6,210261.5,1,1,1,156669.0,0
6082,17518876,Customer,374,Spain,Male,26,2,23486.76,1,1,0,91317.55,0
6083,16182746,Customer,788,France,Male,57,8,221864.67,1,0,1,120432.75,1
6084,13225343,Customer,784,France,Female,52,3,191564.1,1,1,1,99341.47,0
6085,19911959,Customer,455,France,Female,43,1,200863.76,1,0,0,82936.09,1
6086,11633295,Customer,455,France,Female,22,5,94299.23,1,0,0,35229.66,0
6087,19519772,Customer,452,Spain,Female,30,8,21240.47,1,1,1,41785.83,0
6088,18994184,Customer,823,France,Female,62,9,181738.58,1,0,1,64757.94,0
6089,18952483,Customer,615,Germany,Female,47,9,0.0,2,0,0,79388.13,1
6090,11932306,Customer,363,France,Female,57,1,214601.91,1,1,0,57816.3,1
6091,11958187,Customer,482,France,Male,67,3,210347.05,1,1,0,119694.67,0
6092,16843866,Customer,790,Spain,Female,56,4,158076.64,2,0,1,123643.85,0
6093,13474017,Customer,371,France,Female,27,8,29066.92,1,0,1,18708.99,0
6094,17674442,Customer,424,Germany,Male,59,6,0.0,1,0,0,133434.32,1
6095,13551698,Customer,634,France,Female,40,4,55509.61,2,1,1,98837.96,0
6096,18729287,Customer,740,Germany,Female,28,5,0.0,1,1,1,113935.61,0
6097,10116906,Customer,593,France,Male,29,8,188964.49,3,0,1,179723.52,0
6098,14164986,Customer,605,Spain,Male,30,3,179226.51,2,1,0,44834.01,0
6099,13644406,Customer,495,France,Male,57,1,18140.66,2,0,1,86845.37,0
6100,11390376,Customer,764,Spain,Female,66,4,0.0,1,0,1,102179.56,0
6101,12359436,Customer,776,France,Female,73,6,0.0,2,0,0,122258.2,1
6102,16089174,Customer,561,Germany,Male,63,3,0.0,1,1,0,138760.69,1
6103,13024779,Customer,598,France,Male,66,0,0.0,2,1,0,34562.3,1
6104,16763336,Customer,384,Spain,Male,68,7,0.0,2,0,1,152306.17,0
6105,19006042,Customer,676,France,Female,33,4,126408.88,2,1,0,51997.37,0
6106,11798232,Customer,602,France,Male,26,9,95015.31,1,1,1,190725.74,0
6107,19574102,Customer,699,France,Male,69,1,224529.32,2,0,0,30078.72,1
6108,12549875,Customer,609,France,Female,27,2,0.0,1,1,1,197475.86,0
6109,17927017,Customer,656,France,Male,46,9,172940.15,1,1,1,186317.03,0
6110,17762136,Customer,699,Spain,Male,26,9,0.0,2,1,1,178947.88,0
6111,10942345,Customer,635,Spain,Male,50,4,160895.19,4,1,0,15760.9,1
6112,18069499,Customer,699,France,Male,41,10,129320.62,1,1,1,48277.51,0
6113,19622436,Customer,530,Spain,Male,52,3,133360.54,4,0,1,117882.76,1
6114,15122562,Customer,559,Germany,Female,28,8,213042.42,2,0,0,147039.65,1
6115,10924960,Customer,840,France,Female,56,8,75664.58,2,1,1,149604.6,0
6116,16941709,Customer,459,Germany,Female,67,7,184094.53,2,0,1,18766.35,1
6117,12850562,Customer,679,Germany,Female,30,1,0.0,2,1,1,140858.49,1
6118,10007991,Customer,491,Spain,Male,72,4,17682.45,1,0,1,104307.25,0
6119,12539599,Customer,513,France,Male,40,7,225809.15,1,1,0,69582.83,1
6120,17236002,Customer,436,Germany,Male,42,7,102665.39,1,0,1,141005.7,0
6121,14939664,Customer,489,France,Female,67,6,170796.43,1,0,0,57635.67,1
6122,12566589,Customer,681,France,Female,33,3,0.0,3,0,1,132554.55,0
6123,17607183,Customer,511,France,Male,73,2,199252.55,2,1,0,126310.13,1
6124,18280950,Customer,375,Spain,Male,65,7,56580.7,1,0,0,122313.68,0
6125,16175594,Customer,483,Spain,Male,38,7,163918.35,4,1,0,111246.23,1
6126,14187403,Customer,706,Spain,Male,27,9,190061.01,1,1,1,61785.63,0
6127,11673289,Customer,464,Germany,Female,58,4,29946.64,1,0,0,48199.7,0
6128,12172621,Customer,530,France,Male,57,2,0.0,1,0,0,82800.99,0
6129,19669728,Customer,748,France,Female,36,4,90975.16,1,0,1,194459.4,0
6130,15483372,Customer,711,France,Male,52,3,75417.48,1,0,0,159630.77,0
6131,12436264,Customer,708,France,Female,45,7,0.0,2,0,1,83029.38,0
6132,13876763,Customer,496,Spain,Female,73,1,160674.7,1,0,0,139899.35,1
6133,18141269,Customer,709,Germany,Female,58,10,124493.39,2,0,0,63348.13,1
6134,17271889,Customer,780,France,Male,19,7,26601.38,2,0,0,50790.44,0
6135,18033424,Customer,564,France,Male,68,9,28141.81,1,1,0,120864.41,1
6136,13010817,Customer,833,France,Male,47,5,0.0,2,0,1,58670.78,0
6137,16293581,Customer,426,France,Male,57,3,0.0,1,1,0,113832.62,1
6138,10857960,Customer,444,Spain,Female,67,10,193768.3,1,1,0,25247.21,1
6139,11734593,Customer,794,Germany,Female,57,2,0.0,2,1,0,168638.95,0
6140,18798938,Customer,834,Spain,Male,22,9,141286.74,2,0,1,82571.55,0
6141,17837951,Customer,567,France,Male,55,4,55344.17,3,0,1,12949.19,0
6142,16544297,Customer,712,France,Male,59,5,0.0,1,0,1,192070.58,0
6143,16494214,Customer,717,France,Female,32,0,0.0,2,1,1,113612.01,0
6144,11520930,Customer,401,Spain,Female,53,0,0.0,2,1,1,184016.5,0
6145,17071548,Customer,623,Spain,Male,20,10,214754.34,2,0,1,45703.74,0
6146,15951670,Customer,793,France,Male,41,9,183245.27,1,0,1,67046.26,1
6147,10705774,Customer,524,Germany,Female,58,2,208041.75,1,1,1,82803.2,1
6148,12469824,Customer,662,France,Female,65,1,52663.35,1,0,1,47121.55,1
6149,15227753,Customer,382,Germany,Male,65,0,0.0,2,1,1,96257.13,0
6150,18669780,Customer,709,Spain,Female,64,10,0.0,1,1,1,63473.05,0
6151,13631464,Customer,765,Germany,Female,73,7,138154.35,1,0,0,33830.6,1
6152,13636307,Customer,481,Germany,Female,58,0,208807.53,3,0,0,25482.19,1
6153,14351378,Customer,774,France,Female,66,9,247051.75,2,1,1,59025.54,0
6154,16467732,Customer,624,France,Male,70,7,0.0,3,0,0,196433.63,0
6155,15136634,Customer,356,France,Female,29,4,113748.8,1,0,0,58690.97,1
6156,10181496,Customer,844,France,Male,72,3,188474.51,1,0,1,172536.41,0
6157,10422332,Customer,576,Germany,Male,25,7,181413.87,2,0,0,97226.73,1
6158,13745809,Customer,604,Germany,Male,31,7,0.0,2,1,1,57947.93,0
6159,16973400,Customer,631,France,Male,35,10,0.0,1,1,1,166339.56,0
6160,17568147,Customer,585,Spain,Male,61,7,0.0,1,1,0,153431.9,1
6161,18785508,Customer,692,France,Male,63,2,137089.63,2,1,0,127312.02,1
6162,11277204,Customer,703,France,Female,37,7,0.0,2,1,1,64435.88,0
6163,13394863,Customer,784,France,Female,40,0,91835.91,2,0,1,154816.25,0
6164,11848070,Customer,533,France,Male,22,3,0.0,2,1,0,13686.93,1
6165,19922600,Customer,548,France,Male,18,4,226530.37,1,0,0,63169.29,0
6166,16844778,Customer,552,France,Female,62,5,173911.83,2,0,0,173738.74,1
6167,13160863,Customer,784,France,Male,63,4,0.0,2,0,0,54457.05,1
6168,18536070,Customer,485,Spain,Female,19,4,33994.79,1,1,1,129629.62,0
6169,19049639,Customer,746,France,Male,33,4,66894.08,1,1,0,101061.41,1
6170,13858355,Customer,637,France,Female,22,8,221289.01,1,0,0,91514.31,0
6171,18457076,Customer,838,France,Male,39,9,117715.53,1,1,1,140378.99,0
6172,12939617,Customer,639,Germany,Female,18,9,0.0,2,0,1,17247.71,0
6173,19844281,Customer,495,France,Female,29,2,0.0,1,0,0,104597.34,0
6174,14326860,Customer,556,Spain,Female,36,1,101002.25,1,1,0,93607.64,0
6175,10805376,Customer,404,Germany,Female,71,9,120452.54,2,0,0,152651.26,1
6176,17309760,Customer,648,Germany,Male,39,1,0.0,2,0,0,91012.61,1
6177,12160088,Customer,757,Germany,Female,72,7,247853.29,4,1,0,181904.01,1
6178,19527304,Customer,844,France,Male,59,4,0.0,1,1,1,198601.77,0
6179,19294100,Customer,754,France,Female,61,4,0.0,1,0,1,176401.44,0
6180,13109458,Customer,751,France,Male,68,5,0.0,2,0,1,161267.33,0
6181,13456117,Customer,747,Germany,Female,65,8,184266.86,2,1,1,146230.56,1
6182,18282132,Customer,599,France,Female,34,6,36646.92,2,0,0,116556.49,0
6183,15671350,Customer,786,France,Male,30,4,5973.21,1,1,0,159503.33,0
6184,14926757,Customer,624,Spain,Male,56,4,3518.54,1,0,1,124548.3,0
6185,16059755,Customer,554,France,Male,45,9,16430.51,1,0,0,192761.67,0
6186,12267860,Customer,662,Spain,Female,20,8,0.0,2,1,0,178999.25,0
6187,10394634,Customer,541,Spain,Male,22,8,123042.54,4,1,1,119521.72,0
6188,18044390,Customer,685,France,Female,53,1,249188.89,2,1,0,90739.3,1
6189,14364909,Customer,351,France,Female,32,6,0.0,2,1,1,47419.35,0
6190,18687322,Customer,534,France,Female,34,9,181424.94,2,1,1,56501.11,0
6191,10037666,Customer,511,Germany,Female,61,0,0.0,1,1,0,51571.16,1
6192,13030356,Customer,398,Germany,Male,72,3,24580.04,1,1,0,179406.01,1
6193,10535030,Customer,439,Spain,Female,63,1,219286.39,2,1,1,184193.55,0
6194,17261191,Customer,787,Spain,Female,46,9,100000.49,3,1,0,70825.68,0
6195,15024927,Customer,600,Germany,Female,21,8,229230.02,1,0,0,143361.38,1
6196,13743510,Customer,371,France,Male,49,5,0.0,1,0,1,33686.09,0
6197,14749412,Customer,561,France,Female,66,3,205036.14,1,0,0,116670.6,1
6198,16896009,Customer,826,Spain,Male,60,2,6919.68,2,1,1,66888.17,0
6199,14852472,Customer,815,France,Female,55,3,241506.59,1,1,0,190609.48,1
6200,19878166,Customer,826,France,Female,21,1,0.0,2,1,0,35851.41,0
6201,11446822,Customer,583,Germany,Female,30,4,232827.34,2,0,1,35666.13,0
6202,18685293,Customer,521,France,Female,37,8,151635.95,2,1,0,156543.18,0
6203,17668266,Customer,440,Spain,Male,64,5,94365.01,1,0,1,69268.3,1
6204,11920935,Customer,512,Germany,Female,35,1,0.0,1,1,0,58500.53,1
6205,15933250,Customer,634,France,Female,66,5,126715.24,1,0,0,49813.75,1
6206,10031491,Customer,355,Spain,Male,68,8,0.0,2,0,0,58062.06,0
6207,15588234,Customer,593,France,Female,59,3,128443.57,2,0,1,197931.66,0
6208,12644399,Customer,770,France,Male,54,0,92227.28,2,1,0,96211.15,1
6209,19029010,Customer,728,France,Female,29,1,90210.46,1,0,0,57548.98,0
6210,11241118,Customer,822,France,Male,42,4,88527.22,2,1,1,22010.15,0
6211,12436899,Customer,690,France,Female,47,9,118224.5,2,1,1,33015.35,0
6212,19085490,Customer,791,France,Male,32,6,0.0,1,1,0,134789.39,0
6213,18677841,Customer,797,France,Male,72,7,165426.55,4,1,1,59482.12,0
6214,11180412,Customer,508,France,Male,53,2,0.0,2,1,1,115619.58,0
6215,18913718,Customer,472,Spain,Male,25,8,140385.66,2,0,1,115014.1,0
6216,15283040,Customer,709,Spain,Female,45,1,131629.42,2,0,0,78773.05,0
6217,18500933,Customer,783,France,Male,69,3,0.0,2,0,0,145552.3,0
6218,10941065,Customer,813,France,Female,39,3,215422.77,1,0,0,16324.05,0
6219,16307072,Customer,537,France,Female,66,5,247295.41,1,1,1,89242.67,1
6220,11182306,Customer,363,France,Female,55,9,60394.04,2,1,0,92488.53,1
6221,15097036,Customer,419,Spain,Female,33,5,8614.38,1,0,0,33660.21,1
6222,12743712,Customer,488,Germany,Male,22,2,106226.42,2,1,1,12904.6,1
6223,11014227,Customer,760,France,Male,63,8,224159.02,1,1,1,111490.29,0
6224,15638728,Customer,707,France,Male,51,10,150062.89,1,1,1,65991.67,0
6225,11038674,Customer,674,France,Male,66,4,93381.17,1,0,0,187112.83,1
6226,11331342,Customer,428,Germany,Female,55,1,193030.83,3,0,1,144080.89,1
6227,17522839,Customer,643,France,Male,28,5,0.0,1,1,0,26742.09,0
6228,18930644,Customer,667,Spain,Female,19,2,0.0,3,1,1,134533.89,0
6229,10573216,Customer,786,Spain,Male,42,7,128645.8,2,1,1,176298.57,0
6230,19172318,Customer,429,France,Female,42,2,132620.21,1,0,1,191809.51,0
6231,13952958,Customer,495,Germany,Male,18,4,0.0,1,0,1,69411.26,0
6232,14295189,Customer,722,Spain,Male,48,3,0.0,1,1,1,93214.67,0
6233,19316762,Customer,574,Germany,Female,22,3,0.0,1,1,0,132603.01,1
6234,11358580,Customer,576,France,Male,57,1,61446.44,3,0,0,182801.87,1
6235,17048338,Customer,731,France,Female,21,7,93506.24,2,0,0,138449.11,0
6236,15485322,Customer,529,Spain,Female,68,2,213867.03,1,0,0,83004.77,1
6237,19719820,Customer,373,Germany,Male,22,3,0.0,2,0,1,27138.93,0
6238,11960774,Customer,448,Germany,Female,22,5,0.0,2,1,1,37399.77,0
6239,11011418,Customer,740,Spain,Male,73,8,198346.15,1,1,1,114087.34,0
6240,12059287,Customer,619,Spain,Female,33,3,0.0,2,0,0,55285.68,0
6241,19524590,Customer,783,Spain,Male,71,2,33537.03,2,0,1,95419.88,0
6242,10953046,Customer,443,France,Female,35,4,0.0,1,1,0,87397.71,0
6243,10445362,Customer,629,Germany,Male,60,8,0.0,2,1,0,118396.08,0
6244,19618238,Customer,812,Germany,Male,34,0,165655.26,1,0,0,73359.21,1
6245,10919460,Customer,618,Spain,Male,52,4,119071.75,1,1,0,97517.16,1
6246,19885942,Customer,496,Germany,Male,35,10,42453.35,2,1,0,120575.23,0
6247,17803029,Customer,634,France,Male,21,3,186445.64,2,1,0,122876.06,0
6248,19835029,Customer,371,Spain,Female,68,4,129368.88,1,0,1,98896.53,0
6249,17651586,Customer,351,Germany,Female,48,6,182749.16,1,1,1,145680.73,1
6250,11403985,Customer,452,France,Male,48,6,227368.11,2,0,1,84142.51,1
6251,17663535,Customer,810,France,Male,26,6,0.0,1,0,0,159717.82,1
6252,19222939,Customer,385,France,Male,48,0,75279.4,1,1,1,197075.68,1
6253,19450825,Customer,643,France,Male,22,8,39633.72,1,0,0,154260.75,0
6254,13010657,Customer,623,France,Male,53,6,108456.59,1,0,0,158183.53,1
6255,18458711,Customer,400,France,Male,33,3,0.0,1,1,0,175728.74,0
6256,12327278,Customer,492,Germany,Female,59,3,10992.39,2,1,0,29663.45,1
6257,12035936,Customer,733,Germany,Female,58,1,244528.69,1,0,1,116616.36,0
6258,12134947,Customer,832,Germany,Male,33,5,242956.08,2,1,1,137656.95,1
6259,14902550,Customer,785,Spain,Male,37,9,87945.12,1,0,0,183900.52,0
6260,11552024,Customer,366,France,Female,71,2,0.0,1,1,1,168351.63,1
6261,10074501,Customer,717,France,Male,47,0,55856.41,1,0,0,83940.22,0
6262,17865823,Customer,426,Spain,Female,43,4,104323.08,1,1,1,69275.07,0
6263,18869944,Customer,627,France,Female,66,5,0.0,1,0,0,66275.44,1
6264,19146551,Customer,472,Spain,Female,48,10,137635.72,1,1,1,57538.75,1
6265,13273922,Customer,787,Spain,Male,67,4,0.0,2,1,1,68752.85,0
6266,19986464,Customer,785,Germany,Female,32,4,0.0,1,1,1,149486.79,0
6267,16754617,Customer,837,Spain,Female,69,9,2254.41,1,0,1,31948.79,0
6268,12795639,Customer,733,France,Female,58,10,231130.15,1,0,0,149583.6,1
6269,10899090,Customer,818,France,Female,55,7,103361.81,2,0,0,46930.62,0
6270,12579145,Customer,695,Germany,Male,55,9,101987.29,2,0,1,128568.7,0
6271,11770961,Customer,523,France,Male,60,0,0.0,2,0,0,123240.17,1
6272,12296705,Customer,481,Spain,Female,74,7,0.0,1,1,0,122597.53,1
6273,12009596,Customer,612,France,Female,37,10,0.0,2,0,0,69028.59,0
6274,10608358,Customer,743,Germany,Female,52,6,0.0,1,0,0,38489.16,1
6275,19157065,Customer,620,Germany,Female,40,0,41840.22,2,1,0,160471.09,1
6276,11292755,Customer,759,Germany,Male,61,8,53778.15,2,0,0,55939.34,1
6277,16511091,Customer,557,France,Male,64,3,75882.65,2,0,1,25109.44,0
6278,18352518,Customer,645,France,Male,56,6,0.0,1,0,1,40127.27,0
6279,11750744,Customer,575,Spain,Male,42,2,0.0,1,0,1,31684.76,0
6280,16456077,Customer,538,France,Female,71,7,74931.63,1,0,1,145821.25,1
6281,10739469,Customer,814,Spain,Male,67,3,45673.49,2,1,1,151589.72,0
6282,18327328,Customer,707,Germany,Female,39,1,39800.25,1,1,0,74205.6,1
6283,13768008,Customer,493,Spain,Female,64,1,0.0,2,1,1,155307.75,1
6284,16399095,Customer,703,Germany,Male,25,7,0.0,2,1,1,169301.55,0
6285,16402533,Customer,600,France,Male,71,7,0.0,2,1,0,100658.31,0
6286,13830804,Customer,725,Germany,Female,26,0,205956.91,1,1,1,167123.93,0
6287,12826549,Customer,826,Spain,Female,32,5,175153.49,1,0,0,105754.13,0
6288,10937842,Customer,594,France,Female,65,8,207800.78,1,0,0,163763.14,0
6289,15103598,Customer,367,Spain,Male,37,8,27212.98,1,1,1,93814.65,1
6290,10024379,Customer,552,France,Male,52,1,114439.92,4,1,1,21196.77,1
6291,15630850,Customer,553,France,Male,54,7,71613.28,2,1,1,51858.11,0
6292,18857076,Customer,834,France,Male,20,7,0.0,1,0,1,67693.22,0
6293,13318431,Customer,351,Spain,Female,51,3,0.0,1,0,0,93699.62,0
6294,12332974,Customer,787,France,Female,51,3,0.0,1,1,0,100156.92,0
6295,15477298,Customer,725,Spain,Male,53,4,28684.33,1,1,0,195367.59,0
6296,19009612,Customer,751,Spain,Male,52,10,31024.85,1,0,1,100314.23,0
6297,15557201,Customer,403,France,Male,26,9,159850.86,2,0,0,80591.56,0
6298,13650761,Customer,515,France,Female,47,6,0.0,2,0,1,78534.65,0
6299,18578110,Customer,702,Germany,Male,72,0,192096.18,1,0,0,178318.99,1
6300,17215520,Customer,678,France,Female,71,10,207173.78,1,1,0,83135.12,1
6301,16773994,Customer,492,Spain,Male,43,8,0.0,2,0,1,159176.26,0
6302,14494771,Customer,797,France,Female,29,2,227100.64,1,0,0,57348.04,0
6303,15402593,Customer,441,France,Male,41,10,5087.72,1,0,0,91496.12,0
6304,14394416,Customer,357,Spain,Male,58,3,56602.62,2,0,1,119035.7,0
6305,14971642,Customer,601,France,Female,36,6,0.0,2,1,1,117244.08,0
6306,17312888,Customer,779,France,Female,61,4,0.0,3,1,0,120114.84,1
6307,19112303,Customer,449,France,Male,33,4,0.0,2,0,0,150849.9,1
6308,12531986,Customer,388,France,Male,43,0,99.51,2,0,0,106921.54,1
6309,10924195,Customer,785,Germany,Male,40,1,157965.87,2,0,1,44820.66,0
6310,11542784,Customer,485,Spain,Male,74,4,6832.25,1,1,1,120404.67,1
6311,11677610,Customer,711,France,Female,50,1,175081.45,1,1,1,66619.91,1
6312,13098955,Customer,783,Germany,Female,59,0,192010.44,1,1,0,67101.44,0
6313,11771609,Customer,399,Germany,Male,74,9,214415.71,2,1,0,34434.04,0
6314,15192007,Customer,432,France,Male,47,2,132360.85,2,1,1,182896.1,0
6315,11501998,Customer,603,France,Male,40,10,212528.1,2,0,0,22327.46,1
6316,16377939,Customer,545,Spain,Male,27,0,230960.85,1,0,0,17168.97,0
6317,15617897,Customer,376,Germany,Male,53,9,133307.22,2,1,1,147729.46,1
6318,12148631,Customer,426,Germany,Female,48,7,131028.81,2,0,1,143920.62,0
6319,18422358,Customer,643,Germany,Male,60,7,0.0,1,1,0,76600.29,0
6320,13852220,Customer,604,France,Female,39,7,126159.08,1,0,0,150709.11,0
6321,17377145,Customer,370,Germany,Female,60,6,193633.54,1,1,0,102671.23,1
6322,19899745,Customer,567,Germany,Female,60,6,16832.48,2,0,0,148368.8,1
6323,14255839,Customer,394,Germany,Female,71,1,113122.65,2,0,0,113694.28,1
6324,14143721,Customer,791,France,Female,55,8,130996.66,2,0,0,149165.69,1
6325,19979138,Customer,756,France,Female,64,6,0.0,2,0,1,156807.27,0
6326,16435532,Customer,531,France,Male,19,4,135319.01,2,1,0,63877.06,0
6327,13024904,Customer,635,Spain,Male,70,3,113914.97,2,0,0,83195.98,0
6328,19594880,Customer,828,France,Male,40,7,0.0,2,1,0,105844.19,0
6329,16818122,Customer,700,France,Female,71,4,0.0,1,1,0,46202.81,1
6330,17963980,Customer,493,France,Female,52,5,237443.29,2,1,1,194364.37,0
6331,15559030,Customer,401,France,Male,54,3,103432.59,1,0,0,185586.19,0
6332,18342177,Customer,600,Germany,Female,49,1,157723.11,2,1,0,157625.8,1
6333,16734528,Customer,455,Germany,Female,73,6,55419.9,2,1,0,47674.67,1
6334,12688068,Customer,646,Germany,Female,60,1,172164.26,3,0,1,96086.73,1
6335,16702695,Customer,548,France,Female,70,10,0.0,1,1,0,186183.94,1
6336,10411359,Customer,686,Germany,Female,29,6,85559.09,4,0,1,126320.3,0
6337,10779450,Customer,629,France,Male,52,6,86977.62,1,1,0,83232.29,0
6338,18532611,Customer,497,France,Male,58,0,0.0,1,1,1,27401.6,0
6339,12916799,Customer,452,France,Male,20,9,109363.35,2,0,1,29027.12,0
6340,19219315,Customer,760,France,Male,51,9,0.0,1,1,1,138875.77,0
6341,12285537,Customer,351,France,Male,55,2,69350.26,1,0,1,69190.83,0
6342,10783934,Customer,605,Germany,Female,41,2,239590.71,2,1,1,104378.84,1
6343,15852225,Customer,409,Germany,Female,55,10,75315.43,3,0,0,152797.25,1
6344,14529722,Customer,656,Spain,Female,34,5,156727.02,2,0,0,44735.54,0
6345,10111822,Customer,734,France,Male,57,10,0.0,2,0,0,24751.19,0
6346,18194466,Customer,831,France,Male,18,2,0.0,1,1,1,81562.49,0
6347,10465899,Customer,440,France,Male,74,8,173986.53,2,1,1,40862.25,0
6348,17966773,Customer,450,Spain,Male,25,4,0.0,2,1,0,106967.7,1
6349,12815460,Customer,463,Germany,Female,71,5,179155.97,2,0,0,115025.78,1
6350,12520257,Customer,611,Germany,Male,32,5,189186.09,2,1,1,31008.88,0
6351,10329564,Customer,771,France,Male,67,7,34572.9,1,1,1,160647.15,0
6352,14510037,Customer,403,Germany,Female,62,9,144536.59,2,1,1,14433.99,0
6353,14544406,Customer,537,France,Male,42,10,201939.83,2,0,1,75385.5,0
6354,11049522,Customer,376,Germany,Female,25,2,12587.23,2,1,0,18891.03,0
6355,18579091,Customer,589,Spain,Male,69,8,126966.61,1,1,0,144347.26,0
6356,15556509,Customer,429,Spain,Female,49,6,209958.72,2,0,1,176917.89,0
6357,18531282,Customer,539,Germany,Male,67,10,238190.68,1,1,0,76152.25,1
6358,15308171,Customer,668,France,Female,30,5,163996.28,2,1,1,72360.04,1
6359,10502049,Customer,704,Spain,Male,63,10,81951.37,1,0,0,141919.75,0
6360,13525380,Customer,440,Germany,Female,32,0,151211.0,2,0,1,175591.66,0
6361,11462906,Customer,384,France,Male,23,3,6840.83,2,1,0,178557.43,0
6362,13506156,Customer,407,France,Male,50,4,113965.42,1,0,0,121012.33,0
6363,17694926,Customer,538,France,Female,24,1,0.0,1,1,1,122864.07,0
6364,17952441,Customer,602,France,Male,50,0,9051.78,2,0,0,127679.43,1
6365,15640017,Customer,385,France,Male,64,1,150808.37,2,1,1,106540.86,0
6366,13595479,Customer,707,Germany,Male,46,7,147080.51,1,0,0,110874.1,1
6367,10631134,Customer,441,France,Female,55,9,47418.09,2,1,0,27989.22,1
6368,13533449,Customer,405,France,Male,54,5,142305.68,2,0,1,196701.74,0
6369,18390598,Customer,416,Germany,Male,61,9,102362.56,3,1,0,21758.08,1
6370,18380633,Customer,662,Spain,Male,49,1,0.0,2,0,1,101268.76,0
6371,14914756,Customer,518,Germany,Female,20,8,0.0,2,1,0,159227.05,0
6372,11614429,Customer,636,France,Female,71,7,202586.16,2,0,0,120784.44,1
6373,13241538,Customer,480,Spain,Male,37,3,91413.17,2,1,1,28262.7,0
6374,10554431,Customer,515,Spain,Male,31,10,0.0,2,1,0,115532.2,0
6375,16436726,Customer,786,France,Male,45,9,19143.26,2,1,1,182015.59,0
6376,11802439,Customer,401,France,Male,55,6,0.0,2,1,0,128176.56,1
6377,10573362,Customer,501,Germany,Male,21,2,100667.51,1,1,0,158071.49,0
